filiere_id,filiere_libelle,cod_aff_form,effectif_total_demandé,effectif_total_candidats,effectif_total_candidates,effectif_total_accepte,effectif_total_admis,effectif_total_admises,general,techno,pro,autre,capacite
1377,BUT - Carrières juridiques (Seconde année en apprentissage),35179,1437,228,1209,34,4,30,10,18,2,4,36
2718,BUT - Mesures physiques,4099,2322,1779,543,114,92,22,62,20,0,32,102
1377,BUT - Carrières juridiques (Seconde année en apprentissage),36064,372,74,298,19,5,14,11,4,0,4,25
857,BUT - Carrières juridiques,7130,3580,876,2704,177,45,132,60,86,0,31,183
209,BUT - Carrières sociales Parcours animation sociale et socioculturelle,7111,1132,217,915,54,6,48,4,16,0,34,66
2349,BUT - Carrières sociales Parcours éducation spécialisée,7114,909,131,778,81,12,69,16,25,0,40,79
1817,BUT - Carrières sociales parcours villes et territoires durables,7115,349,119,230,22,13,9,10,2,0,10,32
2296,BUT - Chimie,6885,1237,504,733,71,31,40,41,12,0,18,90
679,BUT - Génie biologique parcours biologie médicale et biotechnologie,6892,2692,742,1950,41,13,28,17,19,0,5,42
494,BUT - Génie biologique Parcours diététique et nutrition,6890,1244,275,969,22,4,18,7,6,0,9,23
3512,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie,6891,1110,385,725,30,8,22,13,6,0,11,46
984,BUT - Génie électrique et informatique industrielle,6886,986,893,93,68,62,6,29,12,0,27,86
428,BUT - Génie mécanique et productique (Seconde année possible en apprentissage),6887,1353,1221,132,77,75,2,32,32,0,13,88
3304,BUT - Gestion des entreprises et des administrations,6894,4213,2234,1979,166,82,84,73,72,1,20,173
1722,BUT - Information communication Parcours communication des organisations,7112,1408,333,1075,56,14,42,23,18,0,15,58
1549,BUT - Information communication Parcours métiers du livre et du patrimoine,7113,404,54,350,16,0,16,8,2,0,6,16
2326,BUT - Informatique,6888,1951,1792,159,133,127,6,55,58,0,20,135
116,BUT - Management de la Logistique et des Transports,7110,638,486,152,62,50,12,24,22,4,12,80
1156,BUT - Mesures physiques (Seconde année possible en apprentissage),6889,944,720,224,48,37,11,28,7,0,13,84
1300,BUT - Statistique et informatique décisionnelle,7128,728,601,127,73,58,15,33,8,0,32,80
1218,BUT - Techniques de commercialisation,7129,4194,2223,1971,187,72,115,86,88,0,13,183
3389,BUT - Génie civil - Construction durable,6089,1457,1162,295,129,105,24,70,46,0,13,130
858,BUT - Génie mécanique et productique,6090,638,578,60,51,47,4,27,16,0,8,52
3304,BUT - Gestion des entreprises et des administrations,6094,1776,892,884,135,62,73,53,61,0,21,135
2326,BUT - Informatique,6091,1463,1324,139,119,115,4,69,24,0,26,120
116,BUT - Management de la Logistique et des Transports,6095,477,372,105,55,46,9,20,17,2,16,56
2718,BUT - Mesures physiques,6092,530,409,121,26,17,9,17,3,0,6,50
2566,"BUT - Packaging, emballage et conditionnement",6093,337,149,188,43,15,28,25,8,0,10,50
1218,BUT - Techniques de commercialisation,6096,2161,1101,1060,117,43,74,38,58,4,17,106
2326,BUT - Informatique,8901,1586,1445,141,111,101,10,43,54,0,14,105
209,BUT - Carrières sociales Parcours animation sociale et socioculturelle,4871,645,152,493,54,16,38,12,17,0,25,52
679,BUT - Génie biologique parcours biologie médicale et biotechnologie,4868,1700,468,1232,55,19,36,29,19,0,7,50
494,BUT - Génie biologique Parcours diététique et nutrition,4866,758,187,571,27,4,23,10,4,0,13,23
1419,BUT - Génie biologique parcours sciences de l'environnement et écotechnologies,4867,712,365,347,27,9,18,17,8,0,2,23
984,BUT - Génie électrique et informatique industrielle,4865,895,836,59,78,73,5,39,20,0,19,88
3304,BUT - Gestion des entreprises et des administrations,4869,3205,1630,1575,159,80,79,83,63,0,13,132
1722,BUT - Information communication Parcours communication des organisations,4873,1529,379,1150,28,6,22,13,10,0,5,28
3251,BUT - Information communication Parcours information numérique dans les organisations,4872,475,205,270,22,11,11,6,2,0,14,28
1218,BUT - Techniques de commercialisation,4870,4757,2342,2415,193,77,116,98,93,0,2,188
2718,BUT - Mesures physiques,9544,1552,1162,390,88,59,29,49,11,1,27,94
2296,BUT - Chimie,4964,1853,824,1029,100,48,52,64,20,0,16,120
3389,BUT - Génie civil - Construction durable,4965,2649,2146,503,122,97,25,58,52,0,12,120
984,BUT - Génie électrique et informatique industrielle,4966,1205,1107,98,103,102,1,58,25,0,20,140
858,BUT - Génie mécanique et productique,4967,2360,2139,221,83,74,9,39,26,0,18,100
2718,BUT - Mesures physiques,4969,1879,1450,429,93,77,16,72,2,0,19,95
624,BUT - Métiers de la Transition et de l'Efficacité Énergétiques,4968,1071,916,155,82,78,4,43,35,0,4,122
2653,BUT - Métiers du multimédia et de l'internet,4971,2622,1780,842,108,59,49,41,40,0,27,109
3380,BUT - Réseaux et télécommunications,4970,1072,985,87,77,68,9,46,23,0,8,78
3389,BUT - Génie civil - Construction durable,4972,199,170,29,19,15,4,0,0,19,0,22
984,BUT - Génie électrique et informatique industrielle,4973,144,139,5,21,19,2,0,0,21,0,22
858,BUT - Génie mécanique et productique,14474,137,129,8,18,17,1,0,0,17,1,22
3380,BUT - Réseaux et télécommunications,4974,135,125,10,14,14,0,0,0,12,2,20
857,BUT - Carrières juridiques,4999,1788,410,1378,141,26,115,59,57,2,23,145
209,BUT - Carrières sociales Parcours animation sociale et socioculturelle,5000,394,78,316,25,8,17,6,6,1,12,28
745,BUT - Carrières sociales Parcours assistance sociale,5001,477,28,449,28,1,27,9,8,1,10,28
2349,BUT - Carrières sociales Parcours éducation spécialisée,5005,813,107,706,28,4,24,4,9,1,14,28
3304,BUT - Gestion des entreprises et des administrations,4997,2028,1033,995,137,58,79,63,65,0,9,140
1722,BUT - Information communication Parcours communication des organisations,5003,1244,264,980,60,11,49,29,25,0,6,54
3251,BUT - Information communication Parcours information numérique dans les organisations,5002,264,104,160,28,16,12,11,8,0,9,26
1549,BUT - Information communication Parcours métiers du livre et du patrimoine,5004,424,65,359,27,4,23,12,5,1,9,26
2326,BUT - Informatique,4996,1520,1374,146,122,112,10,71,37,0,14,115
1218,BUT - Techniques de commercialisation,4998,2277,1137,1140,62,18,44,27,29,0,6,56
1300,BUT - Statistique et informatique décisionnelle,5136,510,407,103,45,37,8,28,3,0,14,50
3304,BUT - Gestion des entreprises et des administrations,5137,1153,613,540,81,41,40,38,35,0,8,84
1817,BUT - Carrières sociales parcours villes et territoires durables,2709,613,215,398,68,23,45,27,16,1,24,84
858,BUT - Génie mécanique et productique,2699,1949,1752,197,105,94,11,37,36,1,31,96
3304,BUT - Gestion des entreprises et des administrations,2704,3646,1768,1878,131,54,77,64,57,0,10,135
1549,BUT - Information communication Parcours métiers du livre et du patrimoine,2708,702,124,578,56,5,51,22,6,0,28,53
2326,BUT - Informatique,2701,2540,2262,278,106,100,6,52,48,0,6,108
116,BUT - Management de la Logistique et des Transports,2705,854,581,273,91,58,33,35,44,1,11,90
1218,BUT - Techniques de commercialisation,2706,5734,2699,3035,143,50,93,59,73,0,11,140
2948,BUT - Hygiène Sécurité Environnement,2700,1057,735,322,94,72,22,43,30,1,20,104
3389,BUT - Génie civil - Construction durable,30795,1840,1484,356,27,19,8,9,11,0,7,28
3380,BUT - Réseaux et télécommunications,2702,1135,986,149,56,50,6,25,26,0,5,56
2296,BUT - Chimie,2713,1429,575,854,95,36,59,36,39,0,20,104
3382,BUT - Génie chimique génie des procédés,2714,780,359,421,57,21,36,30,14,0,13,56
984,BUT - Génie électrique et informatique industrielle,2715,1006,909,97,85,84,1,42,22,0,21,104
2718,BUT - Mesures physiques,8902,1313,993,320,70,54,16,54,5,0,11,84
3304,BUT - Gestion des entreprises et des administrations,2720,3157,1573,1584,133,64,69,60,63,0,10,135
2718,BUT - Mesures physiques,2717,1206,924,282,98,74,24,56,8,0,34,104
624,BUT - Métiers de la Transition et de l'Efficacité Énergétiques,2716,711,620,91,48,45,3,22,15,0,11,72
1218,BUT - Techniques de commercialisation,2721,3441,1644,1797,64,27,37,28,30,0,6,60
950,BUT - Génie biologique Parcours agronomie (Seconde année possible en apprentissage),5864,1028,496,532,30,12,18,14,11,0,5,30
679,BUT - Génie biologique parcours biologie médicale et biotechnologie,5866,2635,740,1895,41,9,32,15,20,0,6,38
2676,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie (Seconde année possible en apprentissage),5865,659,230,429,39,12,27,24,12,0,3,38
984,BUT - Génie électrique et informatique industrielle,5862,1246,1147,99,83,76,7,40,35,0,8,80
858,BUT - Génie mécanique et productique,5863,1647,1532,115,35,34,1,14,17,0,4,35
3304,BUT - Gestion des entreprises et des administrations,5867,4216,2256,1960,174,99,75,86,80,0,8,162
2053,BUT - Techniques de commercialisation (Seconde année possible en apprentissage),5868,6108,3014,3094,139,41,98,63,69,0,7,140
745,BUT - Carrières sociales Parcours assistance sociale,5869,1331,112,1219,49,3,46,21,10,0,18,56
332,BUT - Gestion administrative et commerciale des organisations,35060,1848,796,1052,56,19,37,28,21,0,7,56
984,BUT - Génie électrique et informatique industrielle,3012,482,443,39,25,24,1,7,4,3,11,54
858,BUT - Génie mécanique et productique,3013,740,674,66,48,46,2,31,11,0,6,54
2653,BUT - Métiers du multimédia et de l'internet,3015,1650,1156,494,66,48,18,34,19,0,13,66
3131,"BUT - Qualité, logistique industrielle et organisation",3014,303,214,89,26,23,3,7,9,0,10,31
1218,BUT - Techniques de commercialisation,3016,1893,961,932,83,36,47,35,39,0,9,86
1265,BUT - Carrières sociales parcours coordination et gestion des établissements et services sanitaires et sociaux,20532,361,51,310,57,6,51,11,25,4,17,60
984,BUT - Génie électrique et informatique industrielle,8899,818,761,57,85,80,5,54,21,0,10,100
2683,BUT - Génie électrique et informatique industrielle - Section aménagée,8907,35,34,1,6,6,0,4,1,1,0,16
858,BUT - Génie mécanique et productique,8900,1652,1524,128,108,103,5,48,47,0,13,104
1329,BUT - Génie mécanique et productique - Section aménagée,8908,77,74,3,12,12,0,10,2,0,0,14
3304,BUT - Gestion des entreprises et des administrations,8905,2621,1364,1257,112,59,53,47,49,0,16,115
3131,"BUT - Qualité, logistique industrielle et organisation",8903,475,349,126,75,54,21,37,21,0,17,90
3380,BUT - Réseaux et télécommunications,8904,838,761,77,60,59,1,36,20,0,4,60
1218,BUT - Techniques de commercialisation,8906,3098,1633,1465,124,49,75,54,61,0,9,115
209,BUT - Carrières sociales Parcours animation sociale et socioculturelle,4332,1192,250,942,118,33,85,28,33,2,55,120
1817,BUT - Carrières sociales parcours villes et territoires durables,13843,239,96,143,30,12,18,14,3,0,13,30
1722,BUT - Information communication Parcours communication des organisations,4335,1524,322,1202,30,2,28,15,13,0,2,30
3251,BUT - Information communication Parcours information numérique dans les organisations,4333,493,206,287,27,12,15,14,10,0,3,30
1549,BUT - Information communication Parcours métiers du livre et du patrimoine,4336,763,123,640,59,10,49,28,5,1,25,60
1752,BUT - Information communication Parcours publicité,4334,628,142,486,30,7,23,16,13,0,1,30
2653,BUT - Métiers du multimédia et de l'internet,4331,1077,788,289,49,32,17,12,22,0,15,50
679,BUT - Génie biologique parcours biologie médicale et biotechnologie,7600,2395,665,1730,103,37,66,56,34,0,13,98
494,BUT - Génie biologique Parcours diététique et nutrition,7598,932,234,698,27,5,22,9,7,0,11,24
3316,BUT - Génie industriel et maintenance,7595,500,463,37,43,42,1,26,9,0,8,48
3304,BUT - Gestion des entreprises et des administrations,7601,1563,897,666,128,66,62,60,58,1,9,110
2326,BUT - Informatique,7596,1454,1319,135,124,117,7,90,13,0,21,124
2718,BUT - Mesures physiques,7597,862,673,189,90,71,19,59,14,0,17,100
3380,BUT - Réseaux et télécommunications,7599,689,623,66,55,52,3,28,20,0,7,52
2153,BUT - Génie biologique Parcours agronomie,2966,855,369,486,64,27,37,52,9,0,3,78
1419,BUT - Génie biologique parcours sciences de l'environnement et écotechnologies,2965,754,380,374,41,24,17,27,6,0,8,52
3304,BUT - Gestion des entreprises et des administrations,2967,1047,573,474,76,41,35,25,18,4,29,84
1300,BUT - Statistique et informatique décisionnelle,24715,326,261,65,27,22,5,5,3,0,19,48
984,BUT - Génie électrique et informatique industrielle,2139,292,270,22,20,18,2,8,5,0,7,52
858,BUT - Génie mécanique et productique,2140,547,499,48,38,35,3,20,12,0,6,48
116,BUT - Management de la Logistique et des Transports,2142,299,223,76,42,29,13,20,6,5,11,56
624,BUT - Métiers de la Transition et de l'Efficacité Énergétiques,2141,321,280,41,15,14,1,2,9,0,4,52
1218,BUT - Techniques de commercialisation,2143,1133,599,534,110,50,60,44,51,2,13,100
1218,BUT - Techniques de commercialisation,2154,1127,610,517,74,42,32,32,28,4,10,84
382,BUT - Information communication Parcours journalisme,20875,1546,743,803,48,23,25,37,3,0,8,50
2653,BUT - Métiers du multimédia et de l'internet,2159,1152,793,359,56,38,18,17,15,0,24,52
2296,BUT - Chimie,5410,743,295,448,44,17,27,28,3,0,13,50
2326,BUT - Informatique,5411,654,581,73,49,47,2,32,7,0,10,52
2653,BUT - Métiers du multimédia et de l'internet,5412,1117,813,304,55,38,17,18,24,3,10,54
2326,BUT - Informatique,2815,1491,1351,140,54,49,5,24,16,0,14,56
2653,BUT - Métiers du multimédia et de l'internet,2816,1755,1165,590,54,32,22,24,23,0,7,56
2153,BUT - Génie biologique Parcours agronomie,2167,833,339,494,49,26,23,26,13,0,10,56
1419,BUT - Génie biologique parcours sciences de l'environnement et écotechnologies,2166,913,419,494,26,10,16,14,5,0,7,28
332,BUT - Gestion administrative et commerciale des organisations,2168,1661,736,925,60,28,32,26,21,0,13,60
3304,BUT - Gestion des entreprises et des administrations,2177,1205,630,575,65,36,29,27,20,0,18,84
984,BUT - Génie électrique et informatique industrielle,2803,850,763,87,63,53,10,35,15,2,11,78
2153,BUT - Génie biologique Parcours agronomie,10176,838,391,447,37,22,15,18,6,0,13,45
3512,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie,10177,918,315,603,72,25,47,37,13,0,22,85
3389,BUT - Génie civil - Construction durable,10173,1862,1510,352,122,102,20,61,37,0,24,130
858,BUT - Génie mécanique et productique,10174,1082,986,96,109,103,6,52,33,1,23,120
3304,BUT - Gestion des entreprises et des administrations,10178,2522,1270,1252,212,116,96,84,61,2,65,222
2326,BUT - Informatique,10175,2114,1925,189,148,139,9,76,58,1,13,156
1218,BUT - Techniques de commercialisation,10179,2004,1089,915,201,103,98,89,87,1,24,181
2153,BUT - Génie biologique Parcours agronomie,10466,964,417,547,35,16,19,15,11,0,9,36
3512,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie,10467,724,228,496,37,13,24,21,12,0,4,36
2566,"BUT - Packaging, emballage et conditionnement",10465,291,115,176,21,9,12,8,8,0,5,28
1300,BUT - Statistique et informatique décisionnelle,10468,522,422,100,28,26,2,15,5,0,8,28
1218,BUT - Techniques de commercialisation,10469,2897,1403,1494,79,28,51,34,38,0,7,80
3316,BUT - Génie industriel et maintenance,7757,457,417,40,44,44,0,24,17,0,3,45
3304,BUT - Gestion des entreprises et des administrations,7759,1957,1052,905,102,44,58,48,47,0,7,103
2326,BUT - Informatique,7758,1004,921,83,67,59,8,41,20,0,6,64
1218,BUT - Techniques de commercialisation,7760,2470,1250,1220,110,52,58,48,54,0,8,103
209,BUT - Carrières sociales Parcours animation sociale et socioculturelle,10827,671,132,539,47,5,42,12,8,6,21,56
1265,BUT - Carrières sociales parcours coordination et gestion des établissements et services sanitaires et sociaux,10828,287,38,249,21,0,21,8,3,2,8,28
1817,BUT - Carrières sociales parcours villes et territoires durables,10829,267,90,177,24,7,17,6,7,0,11,28
3389,BUT - Génie civil - Construction durable,10821,979,821,158,64,55,9,29,29,0,6,70
984,BUT - Génie électrique et informatique industrielle,10822,458,424,34,49,46,3,18,14,1,16,52
2326,BUT - Informatique,10825,1313,1177,136,95,89,6,44,25,0,26,96
624,BUT - Métiers de la Transition et de l'Efficacité Énergétiques,10824,303,260,43,27,25,2,11,11,0,5,48
1218,BUT - Techniques de commercialisation,10826,1274,649,625,83,34,49,33,36,3,11,84
332,BUT - Gestion administrative et commerciale des organisations,3588,1128,474,654,54,13,41,24,26,0,4,60
2773,BUT - Gestion administrative et commerciale des organisations - Entièrement en distanciel,35498,79,33,46,11,7,4,3,6,1,1,14
2718,BUT - Mesures physiques,3584,421,311,110,32,22,10,15,4,0,13,48
2653,BUT - Métiers du multimédia et de l'internet,3587,1163,815,348,70,52,18,29,17,0,24,72
3380,BUT - Réseaux et télécommunications,3585,638,578,60,50,44,6,24,4,2,20,56
3316,BUT - Génie industriel et maintenance,8604,235,215,20,12,12,0,3,6,0,3,26
2948,BUT - Hygiène Sécurité Environnement,8605,528,341,187,43,29,14,24,12,0,7,52
116,BUT - Management de la Logistique et des Transports,8606,265,202,63,37,30,7,11,10,5,11,54
2296,BUT - Chimie,3505,947,419,528,49,21,28,26,14,0,9,72
858,BUT - Génie mécanique et productique,3506,843,776,67,90,83,7,62,19,0,9,94
3304,BUT - Gestion des entreprises et des administrations,3507,1743,862,881,137,66,71,71,45,1,20,140
1722,BUT - Information communication Parcours communication des organisations,3510,1054,305,749,63,10,53,29,20,0,14,56
1752,BUT - Information communication Parcours publicité,3509,827,254,573,92,26,66,43,28,0,21,84
2296,BUT - Chimie,7434,493,248,245,51,25,26,26,10,0,15,78
3389,BUT - Génie civil - Construction durable,7435,1149,974,175,108,90,18,46,37,0,25,122
984,BUT - Génie électrique et informatique industrielle,7436,371,346,25,41,39,2,18,11,1,11,52
858,BUT - Génie mécanique et productique,7437,474,436,38,57,55,2,14,19,1,23,65
3131,"BUT - Qualité, logistique industrielle et organisation",7438,242,194,48,44,37,7,8,19,2,15,52
472,BUT - Réseaux et télécommunications (Seconde année possible en apprentissage),7439,471,432,39,58,58,0,32,21,0,5,52
1265,BUT - Carrières sociales parcours coordination et gestion des établissements et services sanitaires et sociaux,20844,458,71,387,19,1,18,3,4,3,9,22
1817,BUT - Carrières sociales parcours villes et territoires durables,20519,358,121,237,16,5,11,8,3,0,5,28
2653,BUT - Métiers du multimédia et de l'internet,4606,1507,1010,497,52,40,12,19,19,0,14,48
3380,BUT - Réseaux et télécommunications,4605,851,768,83,48,45,3,30,10,0,8,48
1218,BUT - Techniques de commercialisation,4607,2204,1079,1125,91,35,56,46,39,0,6,84
1265,BUT - Carrières sociales parcours coordination et gestion des établissements et services sanitaires et sociaux,4199,768,96,672,47,4,43,10,19,5,13,48
3316,BUT - Génie industriel et maintenance,4196,1039,934,105,53,51,2,19,19,4,11,52
345,BUT - Informatique (Seconde année possible en apprentissage),4197,2037,1859,178,99,92,7,51,36,0,12,100
472,BUT - Réseaux et télécommunications (Seconde année possible en apprentissage),4198,1178,1060,118,77,76,1,28,36,0,13,78
2718,BUT - Mesures physiques,5263,412,340,72,31,29,2,20,4,0,7,56
2653,BUT - Métiers du multimédia et de l'internet,5266,1387,981,406,54,37,17,20,17,0,17,54
3380,BUT - Réseaux et télécommunications,5265,545,494,51,52,50,2,27,17,0,8,52
3143,BUT - Science et génie des matériaux,5264,537,459,78,47,41,6,27,12,0,8,52
209,BUT - Carrières sociales Parcours animation sociale et socioculturelle,11355,553,106,447,32,7,25,9,11,2,10,28
745,BUT - Carrières sociales Parcours assistance sociale,11356,867,56,811,30,2,28,5,12,2,11,28
1817,BUT - Carrières sociales parcours villes et territoires durables,11357,342,116,226,30,6,24,8,11,0,11,28
679,BUT - Génie biologique parcours biologie médicale et biotechnologie,24404,2865,685,2180,29,5,24,5,12,0,12,26
3304,BUT - Gestion des entreprises et des administrations,11353,5228,2442,2786,112,46,66,40,52,0,20,112
2653,BUT - Métiers du multimédia et de l'internet,11354,4105,2737,1368,48,24,24,21,23,0,4,50
332,BUT - Gestion administrative et commerciale des organisations,20017,234,87,147,31,8,23,9,22,0,0,30
1218,BUT - Techniques de commercialisation,20022,394,157,237,32,10,22,5,18,0,9,30
3304,BUT - Gestion des entreprises et des administrations,4463,5090,2637,2453,112,56,56,42,57,0,13,114
116,BUT - Management de la Logistique et des Transports,4464,783,574,209,110,75,35,33,49,4,24,112
1218,BUT - Techniques de commercialisation,4465,5477,2741,2736,140,44,96,61,71,2,6,138
3389,BUT - Génie civil - Construction durable,4341,1618,1315,303,74,54,20,31,40,1,2,75
984,BUT - Génie électrique et informatique industrielle,4342,741,693,48,82,81,1,48,21,0,13,100
858,BUT - Génie mécanique et productique,4343,1406,1301,105,76,70,6,26,38,0,12,68
2948,BUT - Hygiène Sécurité Environnement,4344,970,677,293,75,56,19,41,21,0,13,76
2326,BUT - Informatique,4345,1604,1492,112,90,87,3,38,43,0,9,96
2718,BUT - Mesures physiques,4346,1804,1356,448,106,81,25,82,10,0,14,106
3143,BUT - Science et génie des matériaux,4347,915,767,148,43,37,6,24,12,0,7,44
332,BUT - Gestion administrative et commerciale des organisations,5793,1736,773,963,92,36,56,36,46,0,10,88
3131,"BUT - Qualité, logistique industrielle et organisation",5792,350,245,105,45,35,10,22,8,1,14,52
1817,BUT - Carrières sociales parcours villes et territoires durables,3447,375,127,248,44,20,24,20,14,0,10,56
2153,BUT - Génie biologique Parcours agronomie,3444,545,245,300,26,14,12,19,6,0,1,26
494,BUT - Génie biologique Parcours diététique et nutrition,3443,650,152,498,25,6,19,11,7,0,7,26
3512,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie,3445,460,170,290,49,21,28,28,9,0,12,52
3382,BUT - Génie chimique génie des procédés,3442,578,254,324,49,21,28,30,9,0,10,52
1218,BUT - Techniques de commercialisation,3446,1773,906,867,82,29,53,38,42,0,2,80
1817,BUT - Carrières sociales parcours villes et territoires durables,14754,352,123,229,24,12,12,11,3,0,10,28
344,BUT - Génie civil - Construction durable (Seconde année possible en apprentissage),3119,1275,1026,249,102,88,14,50,41,0,11,104
428,BUT - Génie mécanique et productique (Seconde année possible en apprentissage),3120,565,517,48,42,38,4,20,19,0,3,46
3426,BUT - Gestion des entreprises et des administrations (Seconde année possible en apprentissage),3123,704,364,340,105,45,60,38,51,0,16,104
1156,BUT - Mesures physiques (Seconde année possible en apprentissage),3121,297,234,63,30,26,4,22,6,0,2,48
3530,"BUT - Qualité, logistique industrielle et organisation (Seconde année possible en apprentissage)",3122,191,150,41,26,19,7,13,10,1,2,30
2153,BUT - Génie biologique Parcours agronomie,3838,643,311,332,24,12,12,16,3,0,5,28
679,BUT - Génie biologique parcours biologie médicale et biotechnologie,3839,1845,599,1246,50,12,38,32,10,0,8,56
1419,BUT - Génie biologique parcours sciences de l'environnement et écotechnologies,3837,965,496,469,39,26,13,24,9,0,6,42
984,BUT - Génie électrique et informatique industrielle,3835,754,689,65,59,54,5,29,21,0,9,76
858,BUT - Génie mécanique et productique,3836,996,895,101,74,65,9,34,31,0,9,76
3304,BUT - Gestion des entreprises et des administrations,3841,1950,991,959,130,65,65,84,41,0,5,135
3389,BUT - Génie civil - Construction durable,3909,1027,839,188,25,23,2,10,14,0,1,24
332,BUT - Gestion administrative et commerciale des organisations,3910,1407,577,830,61,15,46,26,30,0,5,58
330,BUT - Gestion administrative et commerciale des organisations - Arts,14016,199,56,143,27,4,23,12,10,0,5,26
984,BUT - Génie électrique et informatique industrielle,11440,2154,1940,214,203,188,15,95,84,0,24,190
428,BUT - Génie mécanique et productique (Seconde année possible en apprentissage),11441,2965,2658,307,117,104,13,37,58,0,22,110
1077,BUT - Management de la Logistique et des Transports - ENEPS destiné aux bacs professionnels (Seconde année possible en apprentissage),21819,98,78,20,14,12,2,0,0,14,0,15
1091,BUT - Management de la Logistique et des Transports (Seconde année possible en apprentissage),11658,530,399,131,63,42,21,19,18,0,26,56
3530,"BUT - Qualité, logistique industrielle et organisation (Seconde année possible en apprentissage)",11657,400,299,101,53,40,13,15,21,0,17,50
344,BUT - Génie civil - Construction durable (Seconde année possible en apprentissage),11618,1996,1607,389,108,86,22,48,48,0,12,105
3491,BUT - Génie électrique et informatique industrielle (Seconde année possible en apprentissage),11619,1381,1257,124,73,66,7,28,31,0,14,96
679,BUT - Génie biologique parcours biologie médicale et biotechnologie,11621,1603,435,1168,53,12,41,27,23,0,3,54
1419,BUT - Génie biologique parcours sciences de l'environnement et écotechnologies,11620,684,362,322,27,17,10,17,10,0,0,27
2053,BUT - Techniques de commercialisation (Seconde année possible en apprentissage),11659,3618,1776,1842,118,40,78,48,56,1,13,120
3491,BUT - Génie électrique et informatique industrielle (Seconde année possible en apprentissage),11661,1175,1059,116,63,61,2,16,24,0,23,66
2653,BUT - Métiers du multimédia et de l'internet,11663,2697,1777,920,61,28,33,18,22,3,18,56
1218,BUT - Techniques de commercialisation,11664,3799,1690,2109,86,24,62,43,40,0,3,88
1799,BUT - Techniques de commercialisation - ENEPS destiné aux bacs professionnels,25199,313,149,164,14,6,8,0,0,14,0,14
3316,BUT - Génie industriel et maintenance,8667,326,307,19,23,22,1,8,4,0,11,48
116,BUT - Management de la Logistique et des Transports,8669,359,269,90,35,27,8,15,11,0,9,74
3143,BUT - Science et génie des matériaux,8668,404,331,73,27,21,6,18,2,0,7,48
3389,BUT - Génie civil - Construction durable,13640,1602,1324,278,51,43,8,17,28,0,6,52
332,BUT - Gestion administrative et commerciale des organisations,8841,1999,951,1048,61,26,35,25,32,0,4,56
2773,BUT - Gestion administrative et commerciale des organisations - Entièrement en distanciel,20358,172,73,99,8,4,4,3,2,0,3,15
1846,BUT - Gestion administrative et commerciale des organisations - Etudes aménagées musique ou sport,8843,159,113,46,28,16,12,18,7,0,3,28
2653,BUT - Métiers du multimédia et de l'internet,8840,1528,1100,428,57,38,19,29,21,1,6,53
2566,"BUT - Packaging, emballage et conditionnement",8838,307,140,167,30,9,21,15,12,0,3,27
3143,BUT - Science et génie des matériaux,8837,703,590,113,26,20,6,17,8,0,1,26
870,BUT - Science et génie des matériaux - Etudes aménagées arts appliqués,8839,174,106,68,21,9,12,16,2,0,3,26
2946,BUT - Science et génie des matériaux - Etudes aménagées musique ou sport (Seconde année possible en apprentissage),8842,214,185,29,23,21,2,19,3,0,1,26
3491,BUT - Génie électrique et informatique industrielle (Seconde année possible en apprentissage),3750,528,485,43,45,40,5,19,10,6,10,50
