filiere_id,filiere_libelle,cod_aff_form,effectif_total_demandé,effectif_total_candidats,effectif_total_candidates,effectif_total_accepte,effectif_total_admis,effectif_total_admises,general,techno,pro,autre,capacite
2653,BUT - Métiers du multimédia et de l'internet,10399,1873,1247,626,80,55,25,26,23,0,31,81
679,BUT - Génie biologique parcours biologie médicale et biotechnologie,10358,1933,531,1402,55,17,38,27,19,0,9,55
494,BUT - Génie biologique Parcours diététique et nutrition,10356,726,194,532,23,2,21,7,6,0,10,22
1419,BUT - Génie biologique parcours sciences de l'environnement et écotechnologies,10357,759,391,368,28,14,14,11,10,0,7,26
984,BUT - Génie électrique et informatique industrielle,10353,736,669,67,71,62,9,31,21,0,19,96
3316,BUT - Génie industriel et maintenance,10354,411,375,36,25,24,1,8,11,0,6,36
858,BUT - Génie mécanique et productique,10355,1370,1221,149,96,92,4,48,32,0,16,100
3304,BUT - Gestion des entreprises et des administrations,10359,1944,1023,921,160,78,82,82,53,1,24,163
1218,BUT - Techniques de commercialisation,10360,3109,1422,1687,162,87,75,74,73,1,14,164
2153,BUT - Génie biologique Parcours agronomie,4264,1131,467,664,46,19,27,29,10,0,7,50
3512,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie,4265,786,268,518,21,6,15,9,5,0,7,25
3304,BUT - Gestion des entreprises et des administrations,4266,1888,1058,830,64,45,19,26,22,0,16,67
2948,BUT - Hygiène Sécurité Environnement,4263,857,593,264,42,31,11,14,21,0,7,50
2296,BUT - Chimie,10293,1304,485,819,74,27,47,37,25,0,12,74
2653,BUT - Métiers du multimédia et de l'internet,10295,1327,958,369,58,46,12,13,20,2,23,50
2566,"BUT - Packaging, emballage et conditionnement",10294,271,96,175,23,6,17,11,9,0,3,26
1218,BUT - Techniques de commercialisation,10296,2220,1157,1063,84,44,40,19,33,0,32,68
3382,BUT - Génie chimique génie des procédés,4094,1652,802,850,80,41,39,45,7,0,28,90
3389,BUT - Génie civil - Construction durable,4095,3784,3063,721,190,150,40,74,88,0,28,162
984,BUT - Génie électrique et informatique industrielle,4096,1469,1313,156,137,127,10,56,31,0,50,146
858,BUT - Génie mécanique et productique,4097,3291,2919,372,231,214,17,82,102,0,47,232
3304,BUT - Gestion des entreprises et des administrations,4100,6107,3267,2840,380,229,151,151,181,0,48,320
1722,BUT - Information communication Parcours communication des organisations,4103,3575,823,2752,53,5,48,19,22,0,12,50
3251,BUT - Information communication Parcours information numérique dans les organisations,4102,981,392,589,36,14,22,12,11,0,13,36
1549,BUT - Information communication Parcours métiers du livre et du patrimoine,18833,555,103,452,15,2,13,6,4,0,5,13
2326,BUT - Informatique,4098,3312,2969,343,133,117,16,41,51,0,41,134
1218,BUT - Techniques de commercialisation,4101,7655,3920,3735,161,65,96,66,70,0,25,150
3316,BUT - Génie industriel et maintenance,11334,653,587,66,43,39,4,19,20,0,4,45
3304,BUT - Gestion des entreprises et des administrations,11335,3330,1441,1889,61,25,36,21,29,0,11,60
116,BUT - Management de la Logistique et des Transports,11336,745,545,200,55,37,18,14,24,2,15,56
857,BUT - Carrières juridiques,18735,2009,430,1579,81,10,71,28,37,0,16,84
984,BUT - Génie électrique et informatique industrielle,2423,539,489,50,52,46,6,12,24,1,15,52
858,BUT - Génie mécanique et productique,2424,899,820,79,64,61,3,22,18,0,24,80
3304,BUT - Gestion des entreprises et des administrations,2425,1663,831,832,133,77,56,50,54,0,29,140
2653,BUT - Métiers du multimédia et de l'internet,2426,926,655,271,103,62,41,37,31,2,33,104
1218,BUT - Techniques de commercialisation,2427,1940,999,941,140,60,80,53,63,2,22,140
3304,BUT - Gestion des entreprises et des administrations,3648,2215,1135,1080,172,98,74,81,51,0,40,168
2326,BUT - Informatique,3646,1836,1649,187,78,64,14,40,31,0,7,78
3380,BUT - Réseaux et télécommunications,3647,1019,900,119,47,44,3,20,14,0,13,52
1218,BUT - Techniques de commercialisation,3649,3017,1523,1494,143,72,71,70,63,0,10,140
984,BUT - Génie électrique et informatique industrielle,6956,465,424,41,41,41,0,24,7,1,9,78
3316,BUT - Génie industriel et maintenance,6957,430,386,44,35,31,4,13,9,3,10,65
858,BUT - Génie mécanique et productique,6958,494,446,48,60,55,5,26,19,0,15,91
3304,BUT - Gestion des entreprises et des administrations,6962,1458,750,708,151,71,80,54,42,1,54,168
1218,BUT - Techniques de commercialisation,6963,1867,995,872,165,87,78,61,59,6,39,162
3131,"BUT - Qualité, logistique industrielle et organisation",7197,189,140,49,19,16,3,8,5,0,6,35
1218,BUT - Techniques de commercialisation,7199,1086,609,477,130,78,52,44,48,3,35,124
2326,BUT - Informatique,7192,722,658,64,75,70,5,42,21,0,12,84
2718,BUT - Mesures physiques,7193,190,139,51,16,13,3,4,7,0,5,39
3304,BUT - Gestion des entreprises et des administrations,6469,2760,1438,1322,162,88,74,73,70,3,16,168
2326,BUT - Informatique,6467,1695,1545,150,92,85,7,47,30,0,15,90
1300,BUT - Statistique et informatique décisionnelle,6468,793,625,168,97,78,19,53,13,0,31,112
1218,BUT - Techniques de commercialisation,6470,3541,1736,1805,113,46,67,54,54,0,5,112
3382,BUT - Génie chimique génie des procédés,10016,390,165,225,24,10,14,17,3,0,4,26
332,BUT - Gestion administrative et commerciale des organisations,10018,1857,846,1011,55,25,30,23,27,0,5,56
1218,BUT - Techniques de commercialisation,10017,1690,876,814,85,37,48,40,41,1,3,84
3491,BUT - Génie électrique et informatique industrielle (Seconde année possible en apprentissage),9992,1273,1168,105,55,50,5,31,12,0,12,58
345,BUT - Informatique (Seconde année possible en apprentissage),9993,2840,2569,271,79,75,4,40,36,0,3,76
2653,BUT - Métiers du multimédia et de l'internet,9996,2110,1514,596,55,40,15,16,23,0,16,56
3380,BUT - Réseaux et télécommunications,9994,1201,1072,129,36,34,2,16,14,1,5,38
3304,BUT - Gestion des entreprises et des administrations,11157,3271,1749,1522,51,21,30,19,26,0,6,47
1218,BUT - Techniques de commercialisation,25438,5184,2450,2734,84,26,58,35,40,0,9,82
1549,BUT - Information communication Parcours métiers du livre et du patrimoine,11154,865,187,678,50,5,45,24,3,1,22,50
984,BUT - Génie électrique et informatique industrielle,11058,1527,1404,123,90,87,3,53,29,0,8,86
858,BUT - Génie mécanique et productique,11059,1782,1637,145,85,76,9,26,34,1,24,85
624,BUT - Métiers de la Transition et de l'Efficacité Énergétiques,11060,801,700,101,67,61,6,23,30,0,14,86
857,BUT - Carrières juridiques,11241,4628,990,3638,169,36,133,66,82,0,21,168
984,BUT - Génie électrique et informatique industrielle,11235,1602,1433,169,101,91,10,52,40,0,9,100
3304,BUT - Gestion des entreprises et des administrations,11240,5293,2372,2921,170,69,101,75,81,0,14,163
2326,BUT - Informatique,11236,4362,3765,597,126,107,19,55,61,0,10,128
3380,BUT - Réseaux et télécommunications,11237,2075,1807,268,73,68,5,35,36,0,2,74
1300,BUT - Statistique et informatique décisionnelle,24848,1268,1001,267,26,18,8,11,6,0,9,28
2349,BUT - Carrières sociales Parcours éducation spécialisée,3722,1089,127,962,29,2,27,8,12,0,9,28
679,BUT - Génie biologique parcours biologie médicale et biotechnologie,3719,843,236,607,30,7,23,13,14,0,3,28
494,BUT - Génie biologique Parcours diététique et nutrition,3716,525,129,396,28,6,22,9,9,0,10,28
3512,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie,3718,526,211,315,39,16,23,18,7,0,14,56
3304,BUT - Gestion des entreprises et des administrations,3720,991,505,486,68,24,44,28,27,0,13,84
2718,BUT - Mesures physiques,3715,369,288,81,26,22,4,10,8,0,8,56
2566,"BUT - Packaging, emballage et conditionnement",3717,266,135,131,31,17,14,7,15,0,9,56
1218,BUT - Techniques de commercialisation,3721,1228,629,599,82,27,55,33,40,0,9,84
3491,BUT - Génie électrique et informatique industrielle (Seconde année possible en apprentissage),10957,936,876,60,62,58,4,25,14,4,19,72
858,BUT - Génie mécanique et productique,10958,1296,1175,121,47,44,3,13,21,0,13,65
116,BUT - Management de la Logistique et des Transports,10963,566,413,153,39,25,14,7,13,0,19,40
3131,"BUT - Qualité, logistique industrielle et organisation",10959,440,323,117,43,36,7,12,18,5,8,47
3143,BUT - Science et génie des matériaux,10960,516,448,68,32,30,2,20,8,0,4,40
1218,BUT - Techniques de commercialisation,10964,3385,1536,1849,105,26,79,41,48,2,14,108
3304,BUT - Gestion des entreprises et des administrations,10968,2493,1173,1320,96,49,47,42,46,0,8,96
396,BUT - Métiers de la Transition et de l'Efficacité Énergétiques (Seconde année possible en apprentissage),10967,527,457,70,41,37,4,15,16,0,10,54
1218,BUT - Techniques de commercialisation,10973,2276,1086,1190,33,11,22,15,18,0,0,39
2296,BUT - Chimie,7965,828,371,457,73,39,34,52,7,1,13,88
3389,BUT - Génie civil - Construction durable,7966,1399,1127,272,130,104,26,62,59,0,9,125
2205,BUT - Génie civil - Construction durable - en triple diplôme franco-suisse-allemand,7968,126,84,42,10,7,3,7,2,0,1,9
1722,BUT - Information communication Parcours communication des organisations,7972,1015,249,766,30,3,27,9,14,1,6,30
3251,BUT - Information communication Parcours information numérique dans les organisations,7970,331,137,194,29,13,16,13,11,0,5,30
1752,BUT - Information communication Parcours publicité,7971,748,194,554,31,5,26,14,13,0,4,30
2326,BUT - Informatique,7967,1254,1117,137,95,88,7,41,36,0,18,96
1218,BUT - Techniques de commercialisation,7969,2015,1038,977,117,49,68,54,55,0,8,112
2296,BUT - Chimie,5671,1307,513,794,82,31,51,42,18,0,22,84
858,BUT - Génie mécanique et productique,5672,1302,1192,110,78,77,1,39,24,0,15,78
3426,BUT - Gestion des entreprises et des administrations (Seconde année possible en apprentissage),5676,2926,1482,1444,132,61,71,58,65,0,9,135
345,BUT - Informatique (Seconde année possible en apprentissage),5674,1842,1659,183,99,96,3,47,50,0,2,97
396,BUT - Métiers de la Transition et de l'Efficacité Énergétiques (Seconde année possible en apprentissage),5673,536,468,68,36,34,2,7,19,0,10,50
3530,"BUT - Qualité, logistique industrielle et organisation (Seconde année possible en apprentissage)",5675,467,348,119,40,29,11,21,9,0,10,50
3125,BUT - Chimie (Seconde année possible en apprentissage),10901,1288,480,808,115,43,72,54,29,0,32,125
345,BUT - Informatique (Seconde année possible en apprentissage),10902,3470,3005,465,192,165,27,94,73,0,25,186
2718,BUT - Mesures physiques,10903,1635,1248,387,149,125,24,97,16,0,36,150
984,BUT - Génie électrique et informatique industrielle,8662,366,346,20,39,39,0,18,18,1,2,72
858,BUT - Génie mécanique et productique,8663,630,591,39,71,70,1,45,22,0,4,72
2718,BUT - Mesures physiques,8664,412,323,89,24,19,5,17,4,0,3,72
1218,BUT - Techniques de commercialisation,8665,1244,698,546,129,69,60,52,48,9,20,140
209,BUT - Carrières sociales Parcours animation sociale et socioculturelle,9659,844,147,697,50,3,47,20,17,6,7,56
745,BUT - Carrières sociales Parcours assistance sociale,9660,992,70,922,27,1,26,12,13,1,1,28
3389,BUT - Génie civil - Construction durable,9651,1451,1171,280,95,75,20,47,29,1,18,100
984,BUT - Génie électrique et informatique industrielle,9652,489,462,27,37,35,2,10,12,0,15,50
858,BUT - Génie mécanique et productique,9653,599,549,50,51,49,2,22,24,0,5,52
3304,BUT - Gestion des entreprises et des administrations,9656,1640,815,825,118,44,74,46,49,6,17,135
2948,BUT - Hygiène Sécurité Environnement,9654,668,457,211,52,34,18,25,12,0,15,50
3251,BUT - Information communication Parcours information numérique dans les organisations,9661,488,189,299,22,4,18,13,5,0,4,20
1549,BUT - Information communication Parcours métiers du livre et du patrimoine,9663,745,124,621,22,3,19,19,1,0,2,20
1752,BUT - Information communication Parcours publicité,9662,974,258,716,22,2,20,10,10,0,2,20
2326,BUT - Informatique,9655,1337,1216,121,92,81,11,54,24,2,12,100
116,BUT - Management de la Logistique et des Transports,9657,715,528,187,93,70,23,47,12,6,28,112
1218,BUT - Techniques de commercialisation,9658,1979,978,1001,132,54,78,54,62,3,13,135
984,BUT - Génie électrique et informatique industrielle,3167,301,279,22,36,33,3,17,7,1,11,48
3304,BUT - Gestion des entreprises et des administrations,3168,765,448,317,70,28,42,23,28,1,18,78
3389,BUT - Génie civil - Construction durable,3162,1180,978,202,98,87,11,54,41,1,2,94
209,BUT - Carrières sociales Parcours animation sociale et socioculturelle,15506,687,154,533,42,11,31,14,18,3,7,44
3512,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie,10688,622,230,392,49,12,37,26,12,0,11,48
858,BUT - Génie mécanique et productique,10685,827,745,82,62,58,4,33,15,0,14,72
3304,BUT - Gestion des entreprises et des administrations,10689,1566,811,755,136,64,72,56,65,0,15,140
2326,BUT - Informatique,10686,1216,1115,101,80,73,7,53,20,0,7,72
2718,BUT - Mesures physiques,10687,619,476,143,62,53,9,42,8,0,12,76
2653,BUT - Métiers du multimédia et de l'internet,10690,1374,986,388,52,43,9,24,25,0,3,52
1218,BUT - Techniques de commercialisation,10691,1940,1061,879,136,69,67,51,61,4,20,140
3316,BUT - Génie industriel et maintenance,3169,204,195,9,9,8,1,2,6,0,1,24
2948,BUT - Hygiène Sécurité Environnement,3170,573,409,164,49,42,7,26,20,1,2,56
3316,BUT - Génie industriel et maintenance,10763,198,188,10,3,3,0,1,1,1,0,52
3131,"BUT - Qualité, logistique industrielle et organisation",10764,230,166,64,29,20,9,11,10,4,4,52
1218,BUT - Techniques de commercialisation,10765,979,561,418,102,60,42,56,29,0,17,110
1265,BUT - Carrières sociales parcours coordination et gestion des établissements et services sanitaires et sociaux,7320,246,42,204,22,3,19,7,5,2,8,56
1817,BUT - Carrières sociales parcours villes et territoires durables,7321,214,87,127,31,17,14,13,3,1,14,56
858,BUT - Génie mécanique et productique,7317,408,377,31,41,39,2,13,21,1,6,52
116,BUT - Management de la Logistique et des Transports,7319,291,231,60,35,26,9,11,6,7,11,56
3131,"BUT - Qualité, logistique industrielle et organisation",7318,249,178,71,9,6,3,4,4,0,1,30
679,BUT - Génie biologique parcours biologie médicale et biotechnologie,2855,1934,535,1399,39,8,31,11,18,0,10,40
3512,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie,2854,585,219,366,28,11,17,17,3,0,8,32
1419,BUT - Génie biologique parcours sciences de l'environnement et écotechnologies,2853,934,486,448,30,12,18,18,6,0,6,32
3382,BUT - Génie chimique génie des procédés,2851,630,351,279,38,25,13,18,10,0,10,52
3304,BUT - Gestion des entreprises et des administrations,2856,2087,1068,1019,108,52,56,43,48,0,17,102
2718,BUT - Mesures physiques,2852,839,686,153,102,84,18,68,8,0,26,130
1218,BUT - Techniques de commercialisation,2857,2633,1368,1265,160,62,98,69,79,0,12,162
1300,BUT - Statistique et informatique décisionnelle,2937,517,403,114,34,27,7,25,4,0,5,49
1218,BUT - Techniques de commercialisation,2938,1315,672,643,54,31,23,27,18,0,9,56
2948,BUT - Hygiène Sécurité Environnement,2945,705,463,242,40,25,15,18,14,2,6,50
1722,BUT - Information communication Parcours communication des organisations,2944,1836,496,1340,55,5,50,22,26,0,7,56
1752,BUT - Information communication Parcours publicité,2943,1135,307,828,27,4,23,11,11,0,5,28
2326,BUT - Informatique,2941,1228,1145,83,81,77,4,36,32,0,13,82
3380,BUT - Réseaux et télécommunications,2942,783,724,59,50,48,2,24,13,1,12,50
984,BUT - Génie électrique et informatique industrielle,6039,324,305,19,36,35,1,22,7,0,7,48
3316,BUT - Génie industriel et maintenance,6040,248,223,25,16,15,1,10,6,0,0,36
3304,BUT - Gestion des entreprises et des administrations,6041,845,437,408,74,41,33,36,23,1,14,78
1218,BUT - Techniques de commercialisation,6042,1361,739,622,73,37,36,30,35,0,8,77
624,BUT - Métiers de la Transition et de l'Efficacité Énergétiques,6051,350,304,46,29,24,5,4,15,1,9,44
2653,BUT - Métiers du multimédia et de l'internet,6052,887,623,264,44,34,10,8,17,0,19,42
984,BUT - Génie électrique et informatique industrielle,6374,207,189,18,34,33,1,11,4,6,13,52
3304,BUT - Gestion des entreprises et des administrations,6376,861,454,407,118,67,51,34,54,8,22,135
624,BUT - Métiers de la Transition et de l'Efficacité Énergétiques,6375,135,120,15,22,20,2,6,5,3,8,52
857,BUT - Carrières juridiques,8579,4864,994,3870,154,30,124,69,78,1,6,150
332,BUT - Gestion administrative et commerciale des organisations,8581,3438,1425,2013,94,25,69,40,46,0,8,90
330,BUT - Gestion administrative et commerciale des organisations - Arts,36123,446,108,338,30,5,25,16,9,0,5,30
1722,BUT - Information communication Parcours communication des organisations,8582,2194,442,1752,54,8,46,26,16,0,12,56
3251,BUT - Information communication Parcours information numérique dans les organisations,8580,469,164,305,28,8,20,9,9,0,10,28
679,BUT - Génie biologique parcours biologie médicale et biotechnologie,3056,1982,559,1423,60,15,45,19,26,0,15,58
3512,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie,3055,488,174,314,34,8,26,17,10,0,7,32
3389,BUT - Génie civil - Construction durable,3052,2003,1609,394,110,82,28,58,48,0,4,100
2326,BUT - Informatique,3053,1611,1506,105,99,94,5,60,37,0,2,100
3380,BUT - Réseaux et télécommunications,3054,752,694,58,36,35,1,17,15,0,4,36
1218,BUT - Techniques de commercialisation,3057,4339,2278,2061,169,74,95,71,97,0,1,162
1419,BUT - Génie biologique parcours sciences de l'environnement et écotechnologies,10559,810,429,381,54,31,23,27,15,0,12,52
3304,BUT - Gestion des entreprises et des administrations,10560,1239,682,557,82,39,43,40,28,1,13,82
1722,BUT - Information communication Parcours communication des organisations,10561,1455,327,1128,28,6,22,14,13,0,1,28
1549,BUT - Information communication Parcours métiers du livre et du patrimoine,10562,630,100,530,29,2,27,15,2,0,12,29
472,BUT - Réseaux et télécommunications (Seconde année possible en apprentissage),10558,610,563,47,47,43,4,27,14,1,5,46
679,BUT - Génie biologique parcours biologie médicale et biotechnologie,6232,1873,534,1339,77,23,54,43,28,0,6,78
2326,BUT - Informatique,6231,1002,929,73,51,48,3,27,22,1,1,52
3497,BUT - Métiers du multimédia et de l'internet (Seconde année possible en apprentissage),6233,1078,771,307,79,49,30,34,38,0,7,78
1218,BUT - Techniques de commercialisation,6234,2558,1370,1188,119,65,54,52,57,0,10,110
3125,BUT - Chimie (Seconde année possible en apprentissage),8708,1053,448,605,78,37,41,40,14,0,24,117
858,BUT - Génie mécanique et productique,8709,1368,1272,96,83,80,3,39,33,0,11,91
3304,BUT - Gestion des entreprises et des administrations,8711,2323,1226,1097,156,82,74,69,66,2,19,168
1156,BUT - Mesures physiques (Seconde année possible en apprentissage),8710,844,682,162,38,31,7,26,5,0,7,78
3512,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie,7537,380,148,232,22,13,9,8,4,0,10,32
1419,BUT - Génie biologique parcours sciences de l'environnement et écotechnologies,7536,527,276,251,30,14,16,17,5,0,8,32
984,BUT - Génie électrique et informatique industrielle,7466,233,217,16,30,27,3,6,6,0,18,42
3304,BUT - Gestion des entreprises et des administrations,7468,543,285,258,46,21,25,18,12,1,15,52
2326,BUT - Informatique,7467,738,678,60,75,70,5,38,29,0,8,66
624,BUT - Métiers de la Transition et de l'Efficacité Énergétiques,7107,195,159,36,27,23,4,11,5,0,11,42
1218,BUT - Techniques de commercialisation,7109,795,465,330,93,66,27,41,33,1,18,84
3316,BUT - Génie industriel et maintenance,7529,147,135,12,25,23,2,12,11,0,2,28
332,BUT - Gestion administrative et commerciale des organisations,7530,723,337,386,50,20,30,22,19,0,9,56
1176,BUT - Gestion des entreprises et des administrations (Seconde année en apprentissage),8577,1514,701,813,84,35,49,30,38,1,15,84
1050,BUT - Hygiène Sécurité Environnement (Seconde année en apprentissage),8574,525,349,176,52,32,20,24,23,0,5,52
1394,BUT - Management de la Logistique et des Transports (Seconde année en apprentissage),8578,414,284,130,56,38,18,14,24,0,18,57
1085,"BUT - Qualité, logistique industrielle et organisation (Seconde année en apprentissage)",8575,396,288,108,72,55,17,18,20,3,31,78
3343,BUT - Statistique et informatique décisionnelle (Seconde année en apprentissage),8576,363,295,68,53,45,8,31,7,1,14,56
3512,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie,2033,910,312,598,74,32,42,46,19,0,9,78
3426,BUT - Gestion des entreprises et des administrations (Seconde année possible en apprentissage),2034,1334,671,663,54,24,30,22,26,0,6,54
2326,BUT - Informatique,2032,1807,1621,186,79,76,3,37,34,0,8,72
624,BUT - Métiers de la Transition et de l'Efficacité Énergétiques,2031,697,606,91,57,54,3,28,23,0,6,70
2296,BUT - Chimie,8272,2300,974,1326,121,50,71,64,45,0,12,112
2153,BUT - Génie biologique Parcours agronomie,8277,1282,521,761,45,18,27,23,15,0,7,42
679,BUT - Génie biologique parcours biologie médicale et biotechnologie,8278,3807,1012,2795,46,9,37,15,27,0,4,42
494,BUT - Génie biologique Parcours diététique et nutrition,8276,1344,290,1054,29,7,22,12,8,0,9,28
3382,BUT - Génie chimique génie des procédés,8273,1708,816,892,50,28,22,15,16,0,19,56
3389,BUT - Génie civil - Construction durable,8274,4110,3262,848,143,115,28,63,69,0,11,145
3304,BUT - Gestion des entreprises et des administrations,8279,5527,2778,2749,162,64,98,64,78,0,20,161
2326,BUT - Informatique,8275,4507,4034,473,127,121,6,58,63,0,6,125
984,BUT - Génie électrique et informatique industrielle,8490,2410,2186,224,197,183,14,88,65,2,42,200
3316,BUT - Génie industriel et maintenance,8491,1711,1524,187,78,70,8,25,24,0,29,92
858,BUT - Génie mécanique et productique,8492,3793,3417,376,310,294,16,187,103,0,20,300
1218,BUT - Techniques de commercialisation,8493,8312,3978,4334,223,73,150,94,113,0,16,224
2968,BUT - Techniques de commercialisation des systèmes industriels,8494,961,631,330,58,38,20,21,27,1,9,56
3304,BUT - Gestion des entreprises et des administrations,34945,919,416,503,28,13,15,13,14,0,1,28
2326,BUT - Informatique,34946,582,539,43,26,26,0,19,3,0,4,28
3304,BUT - Gestion des entreprises et des administrations,6315,2014,1079,935,163,89,74,85,56,0,22,168
1722,BUT - Information communication Parcours communication des organisations,6320,1678,429,1249,53,8,45,27,21,1,4,52
3251,BUT - Information communication Parcours information numérique dans les organisations,6318,458,208,250,26,12,14,14,8,0,4,25
1549,BUT - Information communication Parcours métiers du livre et du patrimoine,6321,800,145,655,56,12,44,24,5,1,26,52
1752,BUT - Information communication Parcours publicité,6319,1277,360,917,26,12,14,9,9,0,8,25
2326,BUT - Informatique,6314,1822,1663,159,128,120,8,74,36,0,18,125
2653,BUT - Métiers du multimédia et de l'internet,6316,1098,757,341,56,29,27,18,16,1,21,52
1218,BUT - Techniques de commercialisation,6317,3180,1603,1577,157,67,90,66,67,2,22,162
3491,BUT - Génie électrique et informatique industrielle (Seconde année possible en apprentissage),5479,1143,1056,87,88,84,4,34,37,2,15,90
428,BUT - Génie mécanique et productique (Seconde année possible en apprentissage),5480,2106,1941,165,106,103,3,52,43,0,11,104
3426,BUT - Gestion des entreprises et des administrations (Seconde année possible en apprentissage),5485,4222,2240,1982,208,119,89,98,94,0,16,196
345,BUT - Informatique (Seconde année possible en apprentissage),5482,2668,2411,257,95,89,6,50,38,0,7,90
396,BUT - Métiers de la Transition et de l'Efficacité Énergétiques (Seconde année possible en apprentissage),5481,776,676,100,74,71,3,28,37,0,9,78
3131,"BUT - Qualité, logistique industrielle et organisation",5483,626,462,164,48,39,9,24,11,1,12,78
882,BUT - Science et génie des matériaux (Seconde année possible en apprentissage),5484,1102,936,166,74,66,8,52,17,0,5,78
3491,BUT - Génie électrique et informatique industrielle (Seconde année possible en apprentissage),2249,841,740,101,90,81,9,34,29,0,27,104
3304,BUT - Gestion des entreprises et des administrations,2253,3055,1600,1455,134,53,81,50,64,0,20,140
2326,BUT - Informatique,2250,1323,1203,120,62,55,7,42,11,0,9,63
1218,BUT - Techniques de commercialisation,2254,3702,1820,1882,167,63,104,80,76,1,10,168
2296,BUT - Chimie,10599,1171,474,697,83,31,52,41,10,2,30,98
984,BUT - Génie électrique et informatique industrielle,10600,637,580,57,54,50,4,28,3,0,23,75
858,BUT - Génie mécanique et productique,10601,1225,1132,93,75,73,2,46,16,1,12,79
3304,BUT - Gestion des entreprises et des administrations,10605,2334,1189,1145,165,88,77,96,61,0,8,168
624,BUT - Métiers de la Transition et de l'Efficacité Énergétiques,10602,507,454,53,35,33,2,16,14,0,5,54
2718,BUT - Mesures physiques,10654,485,384,101,18,18,0,14,0,0,4,49
3380,BUT - Réseaux et télécommunications,10655,577,533,44,33,31,2,17,7,0,9,39
1218,BUT - Techniques de commercialisation,10656,1823,950,873,76,32,44,34,37,0,5,82
3304,BUT - Gestion des entreprises et des administrations,10138,1490,813,677,77,42,35,36,27,0,14,82
2948,BUT - Hygiène Sécurité Environnement,10136,686,465,221,56,37,19,31,8,1,16,60
1300,BUT - Statistique et informatique décisionnelle,10137,604,479,125,49,36,13,32,2,0,15,52
209,BUT - Carrières sociales Parcours animation sociale et socioculturelle,6166,613,105,508,46,7,39,15,13,6,12,53
1817,BUT - Carrières sociales parcours villes et territoires durables,16731,277,88,189,20,5,15,7,3,0,10,27
3316,BUT - Génie industriel et maintenance,6164,181,168,13,23,23,0,8,10,3,2,26
3380,BUT - Réseaux et télécommunications,6165,343,311,32,40,38,2,20,8,3,9,40
332,BUT - Gestion administrative et commerciale des organisations,2385,866,375,491,79,33,46,22,40,2,15,80
2948,BUT - Hygiène Sécurité Environnement,2384,445,290,155,46,36,10,21,15,0,10,50
1218,BUT - Techniques de commercialisation,2386,676,325,351,58,33,25,25,25,0,8,55
476,BUT - Génie chimique génie des procédés (Seconde année possible en apprentissage),5554,635,354,281,31,22,9,13,3,4,11,78
344,BUT - Génie civil - Construction durable (Seconde année possible en apprentissage),5555,1861,1511,350,106,82,24,46,56,0,4,100
2318,BUT - Génie industriel et maintenance (Seconde année possible en apprentissage),5556,434,409,25,32,30,2,16,13,0,3,52
1091,BUT - Management de la Logistique et des Transports (Seconde année possible en apprentissage),5558,694,516,178,116,87,29,52,37,6,21,115
1156,BUT - Mesures physiques (Seconde année possible en apprentissage),5557,1044,815,229,41,34,7,20,9,0,12,96
2053,BUT - Techniques de commercialisation (Seconde année possible en apprentissage),5559,2944,1546,1398,161,71,90,76,74,1,10,160
3512,BUT - Génie biologique parcours sciences de l'aliment et biotechnologie,6670,490,163,327,11,6,5,5,2,0,4,24
1419,BUT - Génie biologique parcours sciences de l'environnement et écotechnologies,6669,633,328,305,23,14,9,14,2,0,7,56
3316,BUT - Génie industriel et maintenance,6668,291,275,16,12,12,0,6,3,0,3,52
2948,BUT - Hygiène Sécurité Environnement,29878,488,334,154,21,15,6,11,8,1,1,26
1218,BUT - Techniques de commercialisation,6671,1197,663,534,79,45,34,32,32,1,14,84
